id,category_id,name,calorie,protein,fat,carbohydrate,detail,short_name
1239,10,＜魚類＞　うまづらはぎ　生,75,18.2,0.3,0,廃棄部位： 頭部、内臓、骨、皮、ひれ等（三枚下ろし）,うまづらはぎ
1240,10,＜魚類＞　うまづらはぎ　味付け開き干し,289,58.9,1.6,10.4,廃棄部位： 骨、ひれ等,うまづらはぎ
1241,10,＜魚類＞　えい　生,79,19.1,0.3,0.1,別名： かすべ切り身（魚体全体から調理する場合、廃棄率： 60%、廃棄部位： 頭部、内臓、骨、ひれ等）,えい
1242,10,＜魚類＞　えそ　生,87,20.1,0.8,0.1,試料： わにえそ、とかげえそ、まえそ等三枚におろしたもの（魚体全体から調理する場合、廃棄率： 45 %、廃棄部位： 頭部、内臓、骨、ひれ等）,えそ
1243,10,＜魚類＞　おいかわ　生,124,19.2,5.8,0.1,別名： はや、やまべ廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,おいかわ
1244,10,＜魚類＞　おおさが　生,131,16.3,8,0.1,別名： こうじんめぬけ切り身（魚体全体から調理する場合、廃棄率： 60%、廃棄部位： 頭部、内臓、骨、ひれ等）,おおさが
1245,10,＜魚類＞　おこぜ　生,81,19.6,0.2,0.2,試料： おにおこぜ廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,おこぜ
1246,10,＜魚類＞　おひょう　生,93,19.9,1.7,0.1,別名： おおひらめ切り身,おひょう
1247,10,＜魚類＞　かさご　生,83,19.3,1.1,0.1,三枚におろしたもの（魚体全体から調理する場合、廃棄率： 65 %、廃棄部位： 頭部、内臓、骨、ひれ等）,かさご
1248,10,＜魚類＞　かじか　生,98,15,5,0.2,別名： ごり魚体全体,かじか
1249,10,＜魚類＞　かじか　水煮,108,15.8,5.8,0.2,魚体全体を水煮したもの,かじか
1250,10,＜魚類＞　かじか　つくだ煮,293,29.4,5.5,33.8,,かじか
1251,10,＜魚類＞　（かじき類）　くろかじき　生,93,22.9,0.2,0.1,別名： くろかわ切り身（皮なし）,くろかじき
1252,10,＜魚類＞　（かじき類）　まかじき　生,107,23.1,1.8,0.1,切り身（皮なし）,まかじき
1253,10,＜魚類＞　（かじき類）　めかじき　生,139,19.2,7.6,0.1,別名： めか切り身（皮なし）,めかじき
1254,10,＜魚類＞　（かじき類）　めかじき　焼き,202,27.5,11.1,0,切り身（皮なし）,めかじき
1255,10,＜魚類＞　（かつお類）　かつお　春獲り　生,108,25.8,0.5,0.1,別名： ほんがつお、まがつお、初がつお 三枚におろしたもの（魚体全体から調理する場合、廃棄率： 35 %、廃棄部位： 頭部、内臓、骨、ひれ等）試料： 第3章参照,かつお
1256,10,＜魚類＞　（かつお類）　かつお　秋獲り　生,150,25,6.2,0.2,別名： ほんがつお、まがつお、 戻りがつお廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,かつお
1257,10,＜魚類＞　（かつお類）　そうだがつお　生,126,25.7,2.8,0.3,試料： まるそうだ、ひらそうだ廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,そうだがつお
1258,10,＜魚類＞　（かつお類）　加工品　なまり,126,29.8,0.7,0.4,,加工品(かつお類)
1259,10,＜魚類＞　（かつお類）　加工品　なまり節,162,38,1.1,0.5,,加工品(かつお類)
1260,10,＜魚類＞　（かつお類）　加工品　裸節,309,71.6,3.3,0.2,,加工品(かつお類)
1261,10,＜魚類＞　（かつお類）　加工品　かつお節,332,77.1,2.9,0.8,,加工品(かつお類)
1262,10,＜魚類＞　（かつお類）　加工品　削り節,327,75.7,3.2,0.4,試料： 包装品,加工品(かつお類)
1263,10,＜魚類＞　（かつお類）　加工品　削り節つくだ煮,233,19.5,3.3,32.3,,加工品(かつお類)
1264,10,＜魚類＞　（かつお類）　加工品　角煮,221,31,1.6,21.4,,加工品(かつお類)
1265,10,＜魚類＞　（かつお類）　加工品　塩辛,58,12,1.5,0,別名： 酒盗,加工品(かつお類)
1266,10,＜魚類＞　（かつお類）　缶詰　味付け　フレーク,139,18.4,2.7,10.7,別名： ツナ缶液汁を含んだもの,缶詰(かつお類)
1267,10,＜魚類＞　（かつお類）　缶詰　油漬　フレーク,289,18.8,24.2,0.1,別名： ツナ缶液汁を含んだもの,缶詰(かつお類)
1268,10,＜魚類＞　かます　生,137,18.9,7.2,0.1,試料： あかかます廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,かます
1269,10,＜魚類＞　かます　焼き,134,23.3,4.9,0.1,試料： あかかます内臓等を除き焼いたもの廃棄部位： 頭部、骨、ひれ等,かます
1270,10,＜魚類＞　（かれい類）　まがれい　生,89,19.6,1.3,0.1,五枚におろしたもの（魚体全体から調理する場合、廃棄率： 50 %、廃棄部位： 頭部、内臓、骨、ひれ等）,まがれい
1271,10,＜魚類＞　（かれい類）　まがれい　水煮,97,21.4,1.1,0.1,廃棄部位： 頭部、骨、ひれ等内臓等を除き水煮したもの,まがれい
1272,10,＜魚類＞　（かれい類）　まがれい　焼き,104,23.4,1.3,0.1,廃棄部位： 頭部、骨、ひれ等内臓等を除き焼いたもの,まがれい
1273,10,＜魚類＞　（かれい類）　まこがれい　生,86,18,1.8,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（五枚下ろし）,まこがれい
1274,10,＜魚類＞　（かれい類）　まこがれい　焼き,138,28.5,2.8,0.2,五枚におろしたもの,まこがれい
1275,10,＜魚類＞　（かれい類）　子持ちがれい　生,123,19.9,6.2,0.1,試料： あかがれい及びばばがれい廃棄部位： 頭部、内臓、骨、ひれ等,子持ちがれい
1276,10,＜魚類＞　（かれい類）　子持ちがれい　水煮,137,22.3,7.2,0.1,試料： あかがれい及びばばがれい頭部、内臓等を除き水煮したもの廃棄部位： 骨、ひれ等,子持ちがれい
1277,10,＜魚類＞　（かれい類）　干しかれい,104,20.2,3.4,0,試料（原材料）： やなぎむしがれい及びむしがれい（生干しひと塩品）廃棄部位： 頭部、骨、ひれ等,干しかれい
1278,10,＜魚類＞　かわはぎ　生,77,18.8,0.4,0,別名：はげ三枚におろしたもの（魚体全体から調理する場合、廃棄率： 65 %、廃棄部位： 頭部、内臓、骨、皮、ひれ等）,かわはぎ
1279,10,＜魚類＞　かんぱち　三枚おろし　生,119,21,4.2,0.1,三枚におろしたもの（魚体全体から調理する場合、廃棄率： 40 %、廃棄部位： 頭部、内臓、骨、ひれ等）,かんぱち
1280,10,＜魚類＞　かんぱち　背側　生,95,22.2,1.2,0.1,三枚におろした後、腹側を除いたもの（魚体全体から調理する場合、廃棄率： 80 %、廃棄部位： 頭部、内臓、骨、ひれ等）,かんぱち
1281,10,＜魚類＞　きす　生,73,18.5,0.2,0,試料： しろぎす 廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,きす
1282,10,＜魚類＞　きす　天ぷら,234,18.4,15.2,7.8,頭部、内臓、骨、ひれ等を除いたもの廃棄部位： 尾調理による脂質の増減：第1章表13参照,きす
1283,10,＜魚類＞　きちじ　生,238,13.6,21.7,0,別名： きんきん、きんき三枚におろしたもの（魚体全体から調理する場合、廃棄率： 60 %、廃棄部位： 頭部、内臓、骨、ひれ等）,きちじ
1284,10,＜魚類＞　きびなご　生,85,18.8,1.4,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,きびなご
1285,10,＜魚類＞　きびなご　調味干し,241,47.9,7.4,0.5,,きびなご
1286,10,＜魚類＞　キャビア　塩蔵品,242,26.2,17.1,1.1,,キャビア
1287,10,＜魚類＞　キングクリップ　生,73,18.2,0.1,0,切り身,キングクリップ
1288,10,＜魚類＞　ぎんだら　生,210,13.6,18.6,0,切り身,ぎんだら
1289,10,＜魚類＞　ぎんだら　水煮,253,14.9,23.8,0,切り身,ぎんだら
1290,10,＜魚類＞　きんめだい　生,147,17.8,9,0.1,別名：きんめ廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,きんめだい
1291,10,＜魚類＞　ぐち　生,78,18,0.8,0,別名： いしもち試料： しろぐち廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,ぐち
1292,10,＜魚類＞　ぐち　焼き,100,23.4,0.8,0,別名：いしもち、にべ試料： しろぐち内臓等を除き焼いたもの廃棄部位： 頭部、骨、ひれ等,ぐち
1293,10,＜魚類＞　こい　養殖　生,157,17.7,10.2,0.2,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,こい
1294,10,＜魚類＞　こい　養殖　水煮,190,19.2,13.4,0.2,頭部、尾及び内臓等を除き水煮したもの廃棄部位： 骨、ひれ等,こい
1295,10,＜魚類＞　こい　養殖　内臓　生,258,9,25.9,1.3,胆のうを除いたもの,こい
1296,10,＜魚類＞　（こち類）　まごち　生,94,22.5,0.5,0.2,別名： こち、がらごち、ぜにごち、ほんごち廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,まごち
1297,10,＜魚類＞　（こち類）　めごち　生,73,17.1,0.6,0.1,関東で流通するめごち（ネズミゴチ）とは別種三枚におろしたもの（魚体全体から調理する場合、廃棄率： 60 %、廃棄部位： 頭部、内臓、骨、ひれ等）,めごち
1298,10,＜魚類＞　このしろ　生,146,19,8.3,0.4,別名： こはだ（小型魚）、つなし廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,このしろ
1299,10,＜魚類＞　このしろ　甘酢漬,184,19.1,10.1,6.4,,このしろ
1300,10,＜魚類＞　（さけ・ます類）　からふとます　生,139,21.7,6.6,0.1,別名： あおます切り身,からふとます
1301,10,＜魚類＞　（さけ・ます類）　からふとます　焼き,175,28.1,7.7,0.1,別名： あおます切り身,からふとます
1302,10,＜魚類＞　（さけ・ます類）　からふとます　塩ます,146,20.9,7.4,0.6,別名： あおます廃棄部位： 頭部、骨、ひれ等,からふとます
1303,10,＜魚類＞　（さけ・ます類）　からふとます　水煮缶詰,145,20.7,7.2,0.1,別名： あおます液汁を除いたもの,からふとます
1304,10,＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　生,188,19.6,12.8,0.3,別名： ぎんます切り身（魚体全体から調理する場合、廃棄率： 35 %、廃棄部位： 頭部、内臓、骨、ひれ等）,ぎんざけ
1305,10,＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　焼き,236,25.2,15.8,0.4,別名： ぎんます切り身,ぎんざけ
1306,10,＜魚類＞　（さけ・ます類）　さくらます　生,146,20.9,7.7,0.1,別名： ます切り身（魚体全体から調理する場合、廃棄率： 30 %、廃棄部位： 頭部、内臓、骨、ひれ等）,さくらます
1307,10,＜魚類＞　（さけ・ます類）　さくらます　焼き,208,28.4,12,0.1,別名： ます切り身,さくらます
1308,10,＜魚類＞　（さけ・ます類）　しろさけ　生,124,22.3,4.1,0.1,別名： さけ（標準和名）、あきさけ、あきあじ切り身（魚体全体から調理する場合、廃棄率： 40 %、廃棄部位： 頭部、内臓、骨、ひれ等）,しろさけ
1309,10,＜魚類＞　（さけ・ます類）　しろさけ　水煮,142,25.5,4.7,0.1,別名： さけ（標準和名）、あきさけ、あきあじ切り身,しろさけ
1310,10,＜魚類＞　（さけ・ます類）　しろさけ　焼き,160,29.1,5.1,0.1,別名： さけ（標準和名）、あきさけ、あきあじ切り身,しろさけ
1311,10,＜魚類＞　（さけ・ます類）　しろさけ　新巻き　生,138,22.8,6.1,0.1,別名： さけ（標準和名）、あきさけ、あきあじ切り身（魚体全体から調理する場合、廃棄率： 30 %、廃棄部位： 頭部、骨、ひれ等）,しろさけ
1312,10,＜魚類＞　（さけ・ます類）　しろさけ　新巻き　焼き,177,29.3,7.9,0.1,別名： さけ（標準和名）、あきさけ、あきあじ切り身,しろさけ
1313,10,＜魚類＞　（さけ・ます類）　しろさけ　塩ざけ,183,22.4,11.1,0.1,別名： さけ（標準和名）、あきさけ、あきあじ切り身（魚体全体から調理する場合、廃棄率： 20 %、廃棄部位： 頭部、骨、ひれ等),しろさけ
1314,10,＜魚類＞　（さけ・ます類）　しろさけ　イクラ,252,32.6,15.6,0.2,別名： さけ（標準和名）、あきさけ、あきあじ,しろさけ
1315,10,＜魚類＞　（さけ・ます類）　しろさけ　すじこ,263,30.5,17.4,0.9,別名： さけ（標準和名）、あきさけ、あきあじ卵巣を塩蔵したもの,しろさけ
1316,10,＜魚類＞　（さけ・ます類）　しろさけ　めふん,74,16.9,0.9,0.4,別名： さけ（標準和名）、あきさけ、あきあじ腎臓を塩辛にしたもの,しろさけ
1317,10,＜魚類＞　（さけ・ます類）　しろさけ　水煮缶詰,156,21.2,8.5,0.1,別名： さけ（標準和名）、あきさけ、あきあじ液汁を除いたもの,しろさけ
1318,10,＜魚類＞　（さけ・ます類）　しろさけ　サケ節　削り節,346,77.4,3.4,0.2,別名： さけ（標準和名）、あきさけ、あきあじ試料： 包装品,しろさけ
1319,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　生,218,20.1,16.5,0.1,別名： アトランティックサーモン切り身,たいせいようさけ
1320,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　水煮,236,22.5,18.4,0.1,別名： アトランティックサーモン切り身,たいせいようさけ
1321,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　蒸し,230,23.8,15.8,0.1,別名： アトランティックサーモン切り身,たいせいようさけ
1322,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　電子レンジ調理,223,22.9,15.4,0.1,別名： アトランティックサーモン切り身,たいせいようさけ
1323,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　焼き,270,24.5,19.7,0.3,別名： アトランティックサーモン切り身,たいせいようさけ
1324,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　ソテー,266,25.2,20.4,0.1,別名： アトランティックサーモン切り身植物油（なたね油）調理による脂質の増減：第1章表14参照,たいせいようさけ
1325,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　天ぷら,282,21,20.1,5.1,別名： アトランティックサーモン切り身調理による脂質の増減：第1章表13参照,たいせいようさけ
1326,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　生,223,19.6,17,0.1,別名： アトランティックサーモン切り身。刺身と同等,たいせいようさけ
1327,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　水煮,244,22.7,17.9,0.1,別名： アトランティックサーモン切り身廃棄部位： 皮、小骨,たいせいようさけ
1328,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　蒸し,228,23.2,15.8,0.1,別名： アトランティックサーモン切り身廃棄部位： 皮、小骨,たいせいようさけ
1329,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　電子レンジ調理,231,22.7,16.5,0.1,別名： アトランティックサーモン切り身廃棄部位： 皮、小骨,たいせいようさけ
1330,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　焼き,229,23.9,15.7,0.1,別名： アトランティックサーモン切り身廃棄部位： 皮、小骨,たいせいようさけ
1331,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　ソテー,269,25.8,21,0.1,別名： アトランティックサーモン切り身廃棄部位： 皮、小骨植物油（なたね油）調理による脂質の増減：第1章表14参照,たいせいようさけ
1332,10,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　天ぷら,266,20,18.6,5.5,別名： アトランティックサーモン切り身廃棄部位： 皮、小骨調理による脂質の増減：第1章表13参照,たいせいようさけ
1333,10,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　生,201,21.4,14.2,0.1,別名： スチールヘッドトラウト、サーモントラウト切り身,にじます
1334,10,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮なし　生,176,20.5,10.8,0.2,別名： スチールヘッドトラウト、サーモントラウト,にじます
1335,10,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　焼き,238,27.2,15.8,0.4,別名： スチールヘッドトラウト、サーモントラウト切り身,にじます
1336,10,＜魚類＞　（さけ・ます類）　にじます　淡水養殖　皮つき　生,116,19.7,4.6,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,にじます
1337,10,＜魚類＞　（さけ・ます類）　べにざけ　生,127,22.5,4.5,0.1,切り身,べにざけ
1338,10,＜魚類＞　（さけ・ます類）　べにざけ　焼き,163,28.5,6,0.1,切り身,べにざけ
1339,10,＜魚類＞　（さけ・ます類）　べにざけ　くん製,143,25.7,5.5,0.1,切り身皮の割合： 10 %,べにざけ
1340,10,＜魚類＞　（さけ・ます類）　ますのすけ　生,176,19.5,12.5,0,別名： キングサーモン切り身,ますのすけ
1341,10,＜魚類＞　（さけ・ます類）　ますのすけ　焼き,238,26.4,16.7,0,別名： キングサーモン切り身,ますのすけ
1342,10,＜魚類＞　（さば類）　まさば　生,211,20.6,16.8,0.3,別名： さば廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,まさば
1343,10,＜魚類＞　（さば類）　まさば　水煮,253,22.6,22.6,0.3,別名： さば切り身,まさば
1344,10,＜魚類＞　（さば類）　まさば　焼き,264,25.2,22.4,0.4,別名： さば切り身,まさば
1345,10,＜魚類＞　（さば類）　まさば　フライ,316,20,25.1,6.5,別名： さば切り身調理による脂質の増減：第1章表13参照,まさば
1346,10,＜魚類＞　（さば類）　ごまさば　生,131,23,5.1,0.3,廃棄部位： 頭部、内臓、骨、ひれ等（三枚おろし）,ごまさば
1347,10,＜魚類＞　（さば類）　ごまさば　水煮,139,24.8,5.2,0.2,切り身,ごまさば
1348,10,＜魚類＞　（さば類）　ごまさば　焼き,174,31.1,6.6,0.3,切り身,ごまさば
1349,10,＜魚類＞　（さば類）　ごまさば　さば節,330,73.9,5.1,0,,ごまさば
1350,10,＜魚類＞　（さば類）　たいせいようさば　生,295,17.2,26.8,0.4,別名： ノルウェーさば三枚におろしたもの（魚体全体から調理する場合、廃棄率： 35 %、廃棄部位： 頭部、内臓、骨、ひれ等）,たいせいようさば
1351,10,＜魚類＞　（さば類）　たいせいようさば　水煮,310,18.6,28.5,0.4,別名： ノルウェーさば切り身,たいせいようさば
1352,10,＜魚類＞　（さば類）　たいせいようさば　焼き,326,21.8,29.3,0.5,別名： ノルウェーさば切り身,たいせいようさば
1353,10,＜魚類＞　（さば類）　加工品　塩さば,263,26.2,19.1,0.1,切り身,加工品(さば類)
1354,10,＜魚類＞　（さば類）　加工品　開き干し,303,18.7,28.5,0.2,廃棄部位： 頭部、骨、ひれ等,加工品(さば類)
1355,10,＜魚類＞　（さば類）　加工品　しめさば,292,18.6,26.9,1.7,,加工品(さば類)
1356,10,＜魚類＞　（さば類）　缶詰　水煮,174,20.9,10.7,0.2,液汁を除いたもの,缶詰(さば類)
1357,10,＜魚類＞　（さば類）　缶詰　みそ煮,210,16.3,13.9,6.6,液汁を含んだもの,缶詰(さば類)
1358,10,＜魚類＞　（さば類）　缶詰　味付け,208,21.4,12.6,4,液汁を除いたもの,缶詰(さば類)
1359,10,＜魚類＞　（さめ類）　あぶらつのざめ　生,138,16.8,9.4,0,別名： ふか、あぶらざめ切り身,あぶらつのざめ
1360,10,＜魚類＞　（さめ類）　よしきりざめ　生,79,18.9,0.6,0,別名： ふか切り身,よしきりざめ
1361,10,＜魚類＞　（さめ類）　ふかひれ,344,83.9,1.6,0,別名： さめひれ、きんし,ふかひれ
1362,10,＜魚類＞　さより　生,88,19.6,1.3,0,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,さより
1363,10,＜魚類＞　さわら　生,161,20.1,9.7,0.1,切り身（魚体全体から調理する場合、廃棄率： 30 %、廃棄部位： 頭部、内臓、骨、ひれ等）,さわら
1364,10,＜魚類＞　さわら　焼き,184,23.6,10.8,0.1,切り身,さわら
1365,10,＜魚類＞　さんま　皮つき　生,287,18.1,25.6,0.1,別名： さいら三枚におろしたもの（魚体全体から調理する場合、廃棄率： 35 %、廃棄部位： 頭部、内臓、骨、ひれ等）,さんま
1366,10,＜魚類＞　さんま　皮なし　生,277,17.8,25,0.2,別名： さいら,さんま
1367,10,＜魚類＞　さんま　皮つき　焼き,281,23.3,22.8,0.2,別名： さいら廃棄部位： 頭部、内臓、骨、ひれ等魚体全体を焼いたもの,さんま
1368,10,＜魚類＞　さんま　開き干し,232,19.3,19,0.1,別名： さいら廃棄部位： 頭部、骨、ひれ等,さんま
1369,10,＜魚類＞　さんま　みりん干し,382,23.9,25.8,20.4,別名： さいら廃棄部位： 骨、ひれ等,さんま
1370,10,＜魚類＞　さんま　缶詰　味付け,259,18.9,18.9,5.6,別名： さいら液汁を除いたもの,缶詰(魚類)
1371,10,＜魚類＞　さんま　缶詰　かば焼,219,17.4,13,9.7,別名： さいら液汁を含んだもの,缶詰(魚類)
1372,10,＜魚類＞　しいら　生,100,21.3,1.9,0,別名： まんびき切り身(魚体全体から調理する場合、廃棄率： 55%、廃棄部位： 頭部、内臓、骨、ひれ等),しいら
1373,10,＜魚類＞　（ししゃも類）　ししゃも　生干し　生,152,21,8.1,0.2,試料： ひと塩品廃棄部位： 頭部及び尾,ししゃも
1374,10,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,162,24.3,7.8,0.2,試料： ひと塩品廃棄部位： 頭部及び尾,ししゃも
1375,10,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,160,15.6,11.6,0.5,別名： カペリン試料： ひと塩品魚体全体,からふとししゃも
1376,10,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,170,18.2,11.3,0.6,別名： カペリン試料： ひと塩品魚体全体,からふとししゃも
1377,10,＜魚類＞　したびらめ　生,89,19.2,1.6,0,試料： くろうしのした、あかしたびらめ廃棄部位： 頭部、内臓、骨、ひれ等（五枚下ろし）,したびらめ
1378,10,＜魚類＞　しまあじ　養殖　生,153,21.9,8,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,しまあじ
1379,10,＜魚類＞　しらうお　生,70,13.6,2,0.1,,しらうお
1380,10,＜魚類＞　シルバー　生,138,18.6,7.9,0,別名： 銀ひらす、銀ワレフー切り身,シルバー
1381,10,＜魚類＞　すずき　生,113,19.8,4.2,0,切り身(魚体全体から調理する場合、廃棄率： 55 %、廃棄部位： 頭部、内臓、骨、ひれ等),すずき
1382,10,＜魚類＞　（たい類）　きだい　生,100,18.6,3.1,0.2,別名： れんこだい廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,きだい
1383,10,＜魚類＞　（たい類）　くろだい　生,137,20.4,6.7,0.3,別名： ちぬ廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,くろだい
1384,10,＜魚類＞　（たい類）　ちだい　生,97,19.4,2.4,0.1,別名： はなだい三枚におろしたもの（魚体全体から調理する場合、廃棄率： 55 %、廃棄部位： 頭部、内臓、骨、ひれ等）,ちだい
1385,10,＜魚類＞　（たい類）　まだい　天然　生,129,20.6,5.8,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,まだい
1386,10,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,160,20.9,9.4,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,まだい
1387,10,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,182,22.2,11.9,0.1,頭部、内臓等を除き水煮したもの廃棄部位： 骨、ひれ等,まだい
1388,10,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,186,22.7,12,0.1,内臓等を除き焼いたもの廃棄部位： 頭部､骨、ひれ等,まだい
1389,10,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,131,21.2,5.9,0.2,,まだい
1390,10,＜魚類＞　たかさご　生,93,20.2,1.5,0.1,別名： ぐるくん廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,たかさご
1391,10,＜魚類＞　たかべ　生,148,18.7,9,0,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,たかべ
1392,10,＜魚類＞　たちうお　生,238,16.5,20.9,0,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,たちうお
1393,10,＜魚類＞　（たら類）　すけとうだら　生,72,17.4,1,0.1,別名： すけそう、すけそうだら、すけとう三枚におろしたもの（魚体全体から調理する場合、廃棄率： 65 %、廃棄部位： 頭部、内臓、骨、ひれ等）,すけとうだら
1394,10,＜魚類＞　（たら類）　すけとうだら　フライ,195,19.2,11.9,5.7,切り身調理による脂質の増減：第1章表13参照,すけとうだら
1395,10,＜魚類＞　（たら類）　すけとうだら　すり身,98,17.5,0.2,6.6,,すけとうだら
1396,10,＜魚類＞　（たら類）　すけとうだら　すきみだら,165,40.5,0.3,0.1,,すけとうだら
1397,10,＜魚類＞　（たら類）　すけとうだら　たらこ　生,131,24,4.7,0.4,別名： もみじこ,すけとうだら
1398,10,＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,158,28.3,6.1,0.5,別名： もみじこ,すけとうだら
1399,10,＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,121,21,3.3,3,ビタミンC： 添加品を含む,すけとうだら
1400,10,＜魚類＞　（たら類）　まだら　生,72,17.6,0.2,0.1,別名： たら切り身(魚体全体から調理する場合、廃棄率： 65 %、廃棄部位： 頭部、内臓、骨、ひれ等),まだら
1401,10,＜魚類＞　（たら類）　まだら　焼き,103,25.2,0.2,0.2,別名： たら切り身,まだら
1402,10,＜魚類＞　（たら類）　まだら　しらこ　生,60,13.4,0.8,0.2,別名： たら,まだら
1403,10,＜魚類＞　（たら類）　まだら　塩だら,61,15.2,0.1,0,別名： たら切り身,まだら
1404,10,＜魚類＞　（たら類）　まだら　干しだら,299,73.2,0.8,0.1,別名： たら試料： 無頭開き干し品廃棄部位： 骨、皮等,まだら
1405,10,＜魚類＞　（たら類）　加工品　でんぶ,276,25.5,1.1,41.5,別名： 茶でんぶ、しょうゆでんぶ試料： しょうゆ添加品,加工品(たら類)
1406,10,＜魚類＞　（たら類）　加工品　桜でんぶ,351,10.6,0.5,80.2,,加工品(たら類)
1407,10,＜魚類＞　ちか　生,82,19.5,0.6,0,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,ちか
1408,10,＜魚類＞　どじょう　生,72,16.1,1.2,0,魚体全体,どじょう
1409,10,＜魚類＞　どじょう　水煮,76,17.1,1.2,0,魚体全体,どじょう
1410,10,＜魚類＞　とびうお　生,89,21,0.7,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,とびうお
1411,10,＜魚類＞　とびうお　煮干し,325,80,2.2,0.1,別名： あご頭部等を除いたもの,とびうお
1412,10,＜魚類＞　とびうお　焼き干し,309,73.4,3.3,0.1,別名： あご、焼きあご頭部等を除いたもの,とびうお
1413,10,＜魚類＞　ナイルティラピア　生,124,19.8,5.3,0.2,別名： いずみだい、ちかだい､テラピア切り身（魚体全体から調理する場合、廃棄率： 55 %、廃棄部位： 頭部、内臓、骨、ひれ等）,ナイルティラピア
1414,10,＜魚類＞　なまず　生,145,18.4,8.6,0,試料： なまず（国産）、アメリカなまず廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,なまず
1415,10,＜魚類＞　にぎす　生,84,18.7,1.2,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,にぎす
1416,10,＜魚類＞　にしん　生,196,17.4,15.1,0.1,別名： かどいわし廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）,にしん
1417,10,＜魚類＞　にしん　身欠きにしん,224,20.9,16.7,0.2,別名： かどいわし廃棄部位： 頭部、内臓、骨、ひれ等,にしん
1418,10,＜魚類＞　にしん　開き干し,239,18.5,19.7,0.2,別名： かどいわし廃棄部位： 頭部、骨、ひれ等,にしん
1419,10,＜魚類＞　にしん　くん製,280,23.1,22.1,0,別名： かどいわし廃棄部位： 頭部、骨、ひれ等,にしん
